City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,arteche,12.2645,125.4048,28.47,82,100,3.32,PH,1699317291
362,nantucket,41.2835,-70.0995,12.06,77,100,5.14,US,1699317291
363,okha,53.5739,142.9478,-2.0,62,100,4.39,RU,1699317291
364,burlington,39.8835,-74.6413,13.16,84,0,2.06,US,1699317292
365,vila do maio,15.1333,-23.2167,26.44,73,100,7.64,CV,1699317292
366,fisterra,42.9049,-9.2629,11.68,75,20,9.87,ES,1699317292
367,denia,38.8408,0.1057,16.02,46,1,3.13,ES,1699317293
368,piton saint-leu,-21.2196,55.3151,21.04,78,63,5.02,RE,1699317293
369,yangquan,37.8575,113.5633,6.97,25,3,1.35,CN,1699317293
370,prince albert,53.2001,-105.7677,-2.03,93,100,7.72,CA,1699317115
371,imishli,39.8709,48.06,13.47,52,15,3.83,AZ,1699317294
372,birao,10.2849,22.7882,26.05,44,32,1.97,CF,1699317294
373,wotje,9.4543,170.2367,28.06,75,99,9.51,MH,1699317294
374,novyy urgal,51.0736,132.5642,-6.12,47,100,1.88,RU,1699317294
375,altinopolis,-21.0256,-47.3739,22.64,54,0,1.34,BR,1699317294
376,papao,-17.75,-149.55,24.82,88,58,6.54,PF,1699317295
377,tommot,58.9564,126.2925,-19.48,88,10,0.48,RU,1699317295
378,newman,37.3138,-121.0208,22.13,46,100,2.24,US,1699317295
379,arraial do cabo,-22.9661,-42.0278,21.98,56,75,4.63,BR,1699317295
380,ibabang tayuman,13.4064,122.515,28.9,76,100,5.14,PH,1699317295
381,kosh-agach,50.0,88.6667,-14.83,87,100,0.45,RU,1699317296
382,emerald,-23.5333,148.1667,23.52,64,100,5.57,AU,1699317296
383,labuan,5.2767,115.2417,29.2,84,20,1.54,MY,1699317296
384,la sarre,48.8002,-79.1996,0.25,99,100,4.18,CA,1699317296
385,touros,-5.1989,-35.4608,27.05,69,89,4.56,BR,1699317075
386,rikaze,29.25,88.8833,-0.29,56,0,1.54,CN,1699317297
387,thunder bay,48.4001,-89.3168,-0.01,86,100,4.63,CA,1699317050
388,cruzeiro do sul,-29.5128,-51.9853,19.73,81,0,1.15,BR,1699317297
389,freguesia do ribeirao da ilha,-27.7177,-48.5627,19.92,73,75,1.54,BR,1699317297
390,tralee,52.2704,-9.7026,9.47,84,19,6.16,IE,1699317297
391,lamu,-2.2717,40.902,25.12,87,100,2.46,KE,1699317298
392,as sulaymaniyah,35.5611,45.4375,14.15,64,0,0.83,IQ,1699317298
393,gorom-gorom,14.4439,-0.2361,28.56,16,64,3.22,BF,1699317298
394,port macquarie,-31.4333,152.9167,22.72,68,42,4.14,AU,1699317055
395,yorosso,12.3536,-4.7761,27.86,38,4,2.29,ML,1699317298
396,arno,60.1167,18.6333,5.99,94,100,2.04,SE,1699317299
397,igarka,67.4667,86.5833,-21.79,98,100,3.44,RU,1699317299
398,lamar,33.6668,-95.5836,22.95,72,0,5.14,US,1699317299
399,borisoglebsk,51.3671,42.0849,8.49,94,100,3.81,RU,1699317299
400,guerrero negro,27.9769,-114.0611,21.73,71,0,4.62,MX,1699317299
401,puerto baquerizo moreno,-0.9,-89.6,24.72,69,63,5.87,EC,1699317300
402,trairi,-3.2778,-39.2689,26.98,74,38,4.69,BR,1699317018
403,uacu cungo,-11.3634,15.1208,17.51,97,94,0.44,AO,1699317300
404,bria,6.5423,21.9863,21.57,89,58,0.99,CF,1699317300
405,butembo,0.15,29.2833,13.8,98,85,1.19,CD,1699317300
406,puerto armuelles,8.2833,-82.8667,27.27,84,91,3.13,PA,1699317289
407,vicosa do ceara,-3.5622,-41.0922,21.16,76,14,1.26,BR,1699317301
408,morant bay,17.8815,-76.4093,28.79,84,78,3.5,JM,1699317301
409,rio grande,-32.035,-52.0986,18.06,81,0,7.93,BR,1699317112
410,mahibadhoo,3.7833,72.9667,27.18,74,96,0.65,MV,1699317301
411,kerouane,9.2667,-9.0167,22.15,90,85,1.28,GN,1699317302
412,long beach,33.767,-118.1892,24.53,75,0,6.69,US,1699317302
413,velizh,55.6056,31.1967,8.54,88,100,4.55,RU,1699317303
414,yanchep,-31.55,115.6833,22.01,61,11,4.6,AU,1699317303
415,coquimbo,-29.9533,-71.3436,14.85,77,20,3.6,CL,1699317303
416,kalat,29.0225,66.5916,10.84,67,100,1.69,PK,1699317304
417,holdrege,40.4403,-99.3698,13.04,66,0,1.54,US,1699317278
418,sayansk,54.1088,102.1648,-12.89,93,41,0.79,RU,1699317304
419,neya,58.2972,43.8681,7.05,96,100,3.67,RU,1699317305
420,saryozek,44.3583,77.9753,3.04,63,0,1.29,KZ,1699317306
421,ghanzi,-21.5667,21.7833,20.89,75,100,3.27,BW,1699317306
422,sangkhla buri,15.1555,98.4536,24.18,93,100,0.56,TH,1699317307
423,tvoroyri,61.5556,-6.8111,8.22,85,100,7.15,FO,1699317307
424,kentau,43.5206,68.5094,14.78,28,100,3.16,KZ,1699317307
425,tartouss,34.889,35.8866,22.36,74,0,1.51,SY,1699317308
426,male,4.1748,73.5089,25.97,100,100,4.12,MV,1699317016
427,alaghsas,17.0187,8.0168,24.39,15,4,4.45,NE,1699317308
428,tsumeb,-19.2333,17.7167,21.55,15,84,1.58,NA,1699317308
429,malvan,16.0667,73.4667,25.59,71,96,2.04,IN,1699317309
430,al kharijah,25.4514,30.5464,23.07,23,0,4.04,EG,1699317309
431,viedma,-40.8135,-62.9967,16.77,76,100,5.71,AR,1699317309
432,hotan,37.0997,79.9269,7.79,24,80,1.01,CN,1699317310
433,uturoa,-16.7333,-151.4333,25.82,81,8,6.41,PF,1699317310
434,fort mcmurray,56.7268,-111.381,1.77,93,100,3.6,CA,1699317066
435,las tablas,7.7667,-80.2833,26.14,86,100,1.6,PA,1699317310
436,oyon,-10.6681,-76.7731,10.53,82,62,1.27,PE,1699317311
437,port lincoln,-34.7333,135.8667,17.06,63,12,5.04,AU,1699317311
438,tokar,18.4254,37.729,28.4,72,48,3.66,SD,1699317312
439,upington,-28.4478,21.2561,13.2,58,19,5.47,ZA,1699317312
440,san patricio,28.017,-97.5169,25.3,76,100,5.16,US,1699317313
441,nagato,34.3833,131.2,15.9,55,0,7.6,JP,1699317085
442,rawson,-43.3002,-65.1023,18.82,47,37,3.78,AR,1699317083
443,mwanza,-2.5167,32.9,20.88,77,100,0.59,TZ,1699317314
444,mersing,2.4312,103.8405,24.95,94,20,1.54,MY,1699317314
445,sant'antioco,39.0664,8.4522,17.17,73,100,0.64,IT,1699317315
446,cabedelo,-6.9811,-34.8339,26.37,70,91,3.77,BR,1699317210
447,bodaybo,57.8506,114.1933,-8.25,93,100,0.19,RU,1699317315
448,medina,24.4686,39.6142,25.24,44,0,3.09,SA,1699317025
449,colonia menno,-22.3667,-59.8167,30.79,33,5,4.06,PY,1699317316
450,kuala terengganu,5.3302,103.1408,25.97,94,20,1.54,MY,1699317316
451,banda aceh,5.5577,95.3222,27.16,79,100,0.87,ID,1699317316
452,hami,42.8,93.45,1.24,29,40,2.97,CN,1699317317
453,talara,-4.5772,-81.2719,22.42,78,40,6.17,PE,1699317317
454,zhosaly,45.4878,64.0781,8.45,40,72,7.01,KZ,1699317317
455,bel ombre,-4.6167,55.4167,25.91,94,40,1.03,SC,1699317317
456,beni mellal,32.3373,-6.3498,13.19,71,90,1.4,MA,1699317318
457,moranbah,-22.0016,148.0466,27.4,45,77,6.35,AU,1699317318
458,pavilosta,56.8879,21.1859,9.95,84,100,7.23,LV,1699317319
459,palmer,42.1584,-72.3287,9.23,72,75,2.57,US,1699317319
460,formosa,-26.1775,-58.1781,25.99,61,0,1.03,AR,1699317319
461,yuzhno-kurilsk,44.0306,145.8556,15.76,97,100,6.33,RU,1699317320
462,ronne,55.1009,14.7066,9.95,81,100,6.69,DK,1699317320
463,lorengau,-2.0226,147.2712,28.89,78,81,2.79,PG,1699317320
464,boca suno,-0.7167,-77.1333,22.61,99,100,0.9,EC,1699317321
465,otjiwarongo,-20.4637,16.6477,14.45,26,16,3.91,NA,1699317321
466,kovdor,67.5662,30.4758,-0.04,99,100,0.23,RU,1699317321
467,karagandy,49.8019,73.1021,-7.03,31,36,2.24,KZ,1699317322
468,natal,-5.795,-35.2094,26.36,78,20,3.09,BR,1699317280
469,yafran,32.0633,12.5286,20.1,27,0,5.39,LY,1699317322
470,lagoa,39.05,-27.9833,17.17,65,100,5.63,PT,1699317323
471,aykhal,66.0,111.5,-18.36,100,99,1.78,RU,1699317323
472,bayganin,48.6947,55.8742,6.0,77,91,4.87,KZ,1699317324
473,korla,41.7597,86.1469,4.36,26,0,1.37,CN,1699317324
474,olinda,-8.0089,-34.8553,26.85,78,40,2.57,BR,1699317204
475,kuta,-8.7233,115.1723,27.97,83,40,2.68,ID,1699317324
476,narsingi,18.0333,78.4333,20.37,81,100,1.54,IN,1699317325
477,elk,53.8282,22.3647,8.92,90,21,4.81,PL,1699317275
478,tazacorte,28.629,-17.9293,20.54,71,100,7.72,ES,1699317325
479,margate,51.3813,1.3862,9.94,84,8,2.24,GB,1699317326
480,boende,-0.2167,20.8667,22.13,99,100,1.52,CD,1699317327
481,pemalang,-6.9,109.3667,29.3,65,78,1.24,ID,1699317327
482,hawera,-39.5917,174.2833,11.71,93,100,6.06,NZ,1699317208
483,bayanhongor,46.7167,100.1167,-20.42,62,61,1.94,MN,1699317327
484,dunedin,-45.8742,170.5036,13.22,67,59,2.68,NZ,1699317328
485,cockburn town,21.4612,-71.1419,27.63,72,100,2.89,TC,1699317328
486,feijo,-8.1642,-70.3536,26.54,67,27,0.96,BR,1699317329
487,san andres,12.5847,-81.7006,28.01,89,40,1.03,CO,1699317329
488,mount gambier,-37.8333,140.7667,22.74,39,6,2.87,AU,1699317329
489,nurmes,63.5421,29.1397,2.59,99,100,2.51,FI,1699317329
490,la mira,18.035,-102.3266,26.35,86,15,1.18,MX,1699317330
491,revelstoke,50.9832,-118.2023,5.01,100,75,0.0,CA,1699317330
492,tulum,20.2167,-87.4667,24.87,75,100,3.65,MX,1699317330
493,acarau,-2.8856,-40.12,27.29,71,16,6.86,BR,1699317331
494,tobelo,1.7284,128.0095,29.72,66,18,0.84,ID,1699317331
495,tolanaro,-25.0319,46.9987,22.04,78,20,9.26,MG,1699317331
496,ayvacik,39.6011,26.4047,15.69,91,3,2.28,TR,1699317332
497,santa cruz del sur,20.7147,-77.9956,24.18,79,90,6.45,CU,1699317332
498,sarikei,2.1167,111.5167,26.88,89,98,0.79,MY,1699317332
499,amble,55.3333,-1.5833,9.08,87,40,4.12,GB,1699317333
500,darya khan marri,26.6775,68.2859,23.56,35,0,3.42,PK,1699317333
501,broome,42.2506,-75.833,11.05,67,40,4.63,US,1699317333
502,palikir - national government center,6.9248,158.1611,30.47,79,100,7.2,FM,1699317333
503,kasongo-lunda,-6.4667,16.8167,21.07,97,100,0.19,CD,1699317334
504,north bend,43.4065,-124.2243,13.81,94,100,2.57,US,1699317334
505,jumla,29.2747,82.1838,5.14,79,5,2.02,NP,1699317335
506,yoloten,37.2989,62.3597,17.01,62,60,5.33,TM,1699317335
507,skovorodino,53.9833,123.9167,-11.42,58,100,1.12,RU,1699317335
508,yajiwa,11.3839,12.7236,25.13,19,98,2.4,NG,1699317335
509,antofagasta,-23.65,-70.4,16.6,78,46,3.23,CL,1699317336
510,bonthe,7.5264,-12.505,26.26,86,100,1.41,SL,1699317336
511,mundi,22.0667,76.5,19.36,50,66,1.04,IN,1699317336
512,kashary,49.04,41.0056,9.22,90,6,4.32,RU,1699317336
513,mitu,1.1983,-70.1733,23.11,98,100,0.54,CO,1699317337
514,cam ranh,11.9214,109.1591,26.98,83,20,2.57,VN,1699317337
515,bulayevo,54.9056,70.4439,-1.37,75,8,3.49,KZ,1699317337
516,villa gesell,-37.2639,-56.973,16.14,80,97,6.75,AR,1699317321
517,agbabu,6.5886,4.8343,24.46,97,100,0.83,NG,1699317338
518,copiapo,-27.3667,-70.3333,11.83,60,0,1.43,CL,1699317338
519,taltal,-25.4,-70.4833,17.16,76,26,1.29,CL,1699317339
520,mrakovo,52.7161,56.6244,3.24,80,100,1.97,RU,1699317198
521,lazaro cardenas,17.9583,-102.2,26.85,84,13,1.3,MX,1699317339
522,tripoli,32.8752,13.1875,24.33,43,0,4.24,LY,1699317339
523,tandil,-37.3217,-59.1332,18.71,69,8,4.9,AR,1699317339
524,mandalgovi,45.7625,106.2708,-11.71,56,50,8.3,MN,1699317340
525,selfoss,63.9331,-20.9971,2.25,65,67,3.78,IS,1699317340
526,mineiros,-17.5694,-52.5511,26.52,36,45,2.92,BR,1699317171
527,rupert,42.6191,-113.6772,8.43,93,100,4.63,US,1699317341
528,malmslatt,58.411,15.5165,7.03,94,100,3.6,SE,1699317341
529,yeraliyev,43.2,51.65,14.66,77,1,2.2,KZ,1699317342
530,cape coast,5.1053,-1.2466,26.33,82,100,2.12,GH,1699317342
531,el charco,2.4769,-78.1105,24.37,93,100,0.23,CO,1699317342
532,beruniy,41.6911,60.7525,4.98,75,0,0.0,UZ,1699317342
533,illapel,-31.6308,-71.1653,14.38,75,0,1.61,CL,1699317343
534,al hudaydah,14.7978,42.9545,28.75,68,100,4.14,YE,1699317343
535,barrouallie,13.2333,-61.2667,26.88,82,91,6.34,VC,1699317343
536,denison,33.7557,-96.5367,23.43,73,0,5.66,US,1699317343
537,ilabaya,-17.4208,-70.5133,20.18,53,51,0.47,PE,1699317344
538,bilaspur,22.0833,82.15,18.0,54,54,0.98,IN,1699317344
539,lloydminster,53.2835,-110.0016,1.12,100,100,4.12,CA,1699317115
540,crane,31.3974,-102.3501,22.84,37,0,6.28,US,1699317345
541,laojunmiao,39.8333,97.7333,0.19,38,64,1.61,CN,1699317345
542,marsh harbour,26.5412,-77.0636,25.8,70,8,7.41,BS,1699317345
543,columbia falls,48.3725,-114.1815,3.84,94,100,2.06,US,1699317345
544,ad dabbah,18.05,30.95,27.55,46,0,4.64,SD,1699317346
545,oranjemund,-28.55,16.4333,13.99,93,0,0.91,NA,1699317346
546,cherepovets,59.1333,37.9,8.21,97,100,3.85,RU,1699317346
547,gharavuti,37.5672,68.4469,15.36,22,90,1.14,TJ,1699317346
548,as sulayyil,20.4607,45.5779,25.14,45,100,3.94,SA,1699317347
549,nurota,40.5614,65.6886,15.18,59,98,2.1,UZ,1699317347
550,gombong,-7.6072,109.5142,28.4,68,58,1.66,ID,1699317348
551,yashkul',46.1711,45.3435,13.88,89,63,7.53,RU,1699317348
552,douglas,41.3,-96.167,15.99,61,0,0.0,US,1699317265
553,machico,32.7,-16.7667,19.35,70,40,7.2,PT,1699317348
554,rio gallegos,-51.6226,-69.2181,14.03,33,40,5.66,AR,1699317094
555,bathsheba,13.2167,-59.5167,28.34,83,40,7.72,BB,1699317349
556,sirte,31.2089,16.5887,21.8,67,0,4.85,LY,1699317349
557,chishmy,54.5765,55.3764,6.13,81,100,5.43,RU,1699317349
558,la'ie,21.6477,-157.9253,30.98,72,11,3.13,US,1699317349
559,bikenibeu village,1.3673,173.1241,31.98,70,75,3.6,KI,1699317349
560,nazare,-13.035,-39.0144,23.1,95,95,2.85,BR,1699317350
561,al burayqah,30.4062,19.5739,22.36,70,0,3.07,LY,1699317350
562,berdigestyakh,62.0989,126.6992,-22.07,97,8,1.58,RU,1699317350
563,bishkek,42.87,74.59,-0.89,33,61,1.08,KG,1699317084
564,paita,-5.0892,-81.1144,19.93,81,51,7.04,PE,1699317351
565,kawambwa,-9.7915,29.0791,17.25,97,100,1.37,ZM,1699317351
566,barclayville,4.6797,-8.2339,25.28,91,83,1.14,LR,1699317351
567,bengkulu,-3.8004,102.2655,25.24,90,100,1.23,ID,1699317351
568,karatuzskoye,53.6072,92.8667,-6.46,91,100,5.36,RU,1699317352
569,karratha,-20.7377,116.8463,36.48,22,100,10.46,AU,1699317352
570,dapchi,12.4904,11.4944,25.29,17,67,4.0,NG,1699317352
571,fortuna,40.5982,-124.1573,13.51,96,100,0.0,US,1699317353
572,hays,30.0502,-98.0336,23.65,69,100,1.79,US,1699317353
573,dawei,14.0833,98.2,26.17,85,100,1.35,MM,1699317353
574,agat village,13.3886,144.6585,31.52,74,75,5.14,GU,1699317353
575,hatfield,51.7634,-0.2242,8.48,95,5,4.63,GB,1699317353
576,bukama,-9.2,25.85,20.65,98,100,0.32,CD,1699317354
577,tongchuanshi,35.0806,109.0897,9.46,38,2,0.92,CN,1699317354
